,source,value
3202,background,1.51
3203,background,0.678
3204,background,1.05
3205,background,134.0
3206,background,109.0
3207,background,4.38
3208,background,83.3
3209,background,41.6
3210,background,2.65
3211,background,1.74
3212,background,1.18
3213,background,0.834
3214,background,1.6
3215,background,61.7
3216,background,1.51
3217,background,5.7
3218,background,2.63
3219,background,2.02
3220,background,152.0
3221,background,1.05
3222,background,2.09
3223,background,1.37
3224,background,0.773
3225,background,280.0
3226,background,174.0
3227,background,6.09
3228,background,2850.0
3229,background,9.54
3230,background,1.17
3231,background,0.69
3232,background,0.777
3233,background,0.745
3234,background,0.97
3235,background,1.14
3236,background,1.06
3237,background,1.06
3238,background,2.05
3239,background,104.0
3240,background,121.0
3241,background,1.48
3242,background,0.626
3243,background,8.36
3244,background,1.26
3245,background,3.72
3246,background,4.81
3247,background,0.374
3248,background,1.35
3249,background,708.0
3250,background,2.0
3251,background,0.709
3252,background,0.566
3253,background,1.1
3254,background,0.743
3255,background,1.3
3256,background,7.15
3257,background,0.151
3258,background,1.62
3259,background,0.911
3260,background,0.362
3261,background,285.0
3262,background,0.956
3263,background,9.21
3264,background,663.0
3265,background,458.0
3266,background,1466.0
3267,background,4.99
3268,background,512.0
3269,background,296.0
3270,background,9.96
3271,background,58.6
3272,background,0.146
3273,background,0.552
3274,background,1560.0
3275,background,13.7
3276,background,113.0
3277,background,0.773
3278,background,1.11
3279,background,62.2
3280,background,69.4
3281,background,0.74
3282,background,1.11
3283,background,23.2
3284,background,0.956
3285,background,1.21
3286,background,22.8
3287,background,5.56
3288,background,208.0
3289,background,68.0
3290,background,1.02
3291,background,0.984
3292,background,577.0
3293,background,2.66
3294,background,6.66
3295,background,275.0
3296,background,231.0
3297,background,267.0
3298,background,0.933
3299,background,741.0
3300,background,0.941
3301,background,34.2
3302,background,2.78
3303,background,307.0
3304,background,701.0
3305,background,4593.0
3306,background,1.12
3307,background,19.8
3308,background,0.826
3309,background,0.782
3310,background,12.9
3311,background,10.0
3312,background,10.2
3313,background,0.962
3314,background,3.1
3315,background,0.579
3316,background,3197.0
3317,background,0.995
3318,background,1.58
3319,background,0.447
3320,background,0.829
3321,background,0.66
3322,background,1.6
3323,background,0.528
3324,background,6.71
3325,background,2117.0
3326,background,333.0
3327,background,1.48
3328,background,0.405
3329,background,1.13
3330,background,0.498
3331,background,12.3
3332,background,1.1
3333,background,46.5
3334,background,33.8
3335,background,248.0
3336,background,2.47
3337,background,0.822
3338,background,0.668
3339,background,8.09
3340,background,0.527
3341,background,0.722
3342,background,4.34
3343,background,0.936
3344,background,7.12
3345,background,4.06
3346,background,1.64
3347,background,4.31
3348,background,2.13
3349,background,2.26
3350,background,1.67
3351,background,5.3
3352,background,3.84
3353,background,268.0
3354,background,1.15
3355,background,171.0
3356,background,51.3
3357,background,1.47
3358,background,75.3
3359,background,1.1
3360,background,15.8
3361,background,6.92
3362,background,0.709
3363,background,1.14
3364,background,10.7
3365,background,0.264
3366,background,8.42
3367,background,3.48
3368,background,1.11
3369,background,266.0
3370,background,0.782
3371,background,1.94
3372,background,37.7
3373,background,584.0
3374,background,305.0
3375,background,0.986
3376,background,4.82
3377,background,53.9
3378,background,147.0
3379,background,3.13
3380,background,8.73
3381,background,65.0
3382,background,1.1
3383,background,82.0
3384,background,14.2
3385,background,119.0
3386,background,6.03
3387,background,404.0
3388,background,0.575
3389,background,788.0
3390,background,1611.0
3391,background,68.8
3392,background,2.52
3393,background,1.9
3394,background,3.47
3395,background,0.479
3396,background,27.2
3397,background,1.68
3398,background,2.15
3399,background,27.4
3400,background,0.382
3401,background,0.878
3402,background,1.34
3403,background,103.0
3404,background,0.913
3405,background,38.8
3406,background,2.13
3407,background,15.2
3408,background,4.39
3409,background,1.8
3410,background,49.8
3411,background,0.315
3412,background,80.4
3413,background,3147.0
3414,background,2084.0
3415,background,1.18
3416,background,1.2
3417,background,2.51
3418,background,2.5
3419,background,0.535
3420,background,1.45
3421,background,11.5
3422,background,82.4
3423,background,39.9
3424,background,16.6
3425,background,0.871
3426,background,0.985
3427,background,1.88
3428,background,1.13
3429,background,1526.0
3430,background,311.0
3431,background,1.34
3432,background,2.67
3433,background,35.6
3434,background,0.234
3435,background,14.5
3436,background,0.336
3437,background,3.5
3438,background,0.615
3439,background,1.02
3440,background,1.37
3441,background,846.0
3442,background,6.9
3443,background,0.179
3444,background,23.4
3445,background,1.16
3446,background,1.14
3447,background,1.51
3448,background,0.492
3449,background,0.524
3450,background,2.16
3451,background,0.454
3452,background,148.0
3453,background,833.0
3454,background,60.6
3455,background,408.0
3456,background,0.272
3457,background,357.0
3458,background,31.9
3459,background,1.21
3460,background,0.196
3461,background,85.8
3462,background,0.284
3463,background,100.0
3464,background,0.159
3465,background,1.22
3466,background,139.0
3467,background,135.0
3468,background,0.094
3469,background,2.99
3470,background,12.0
3471,background,373.0
3472,background,104.0
3473,background,6.26
3474,background,2.62
3475,background,1.7
3476,background,846.0
3477,background,34.4
3478,background,0.745
3479,background,0.659
3480,background,1.16
3481,background,77.1
3482,background,60.0
3483,background,3.08
3484,background,39.4
3485,background,1314.0
3486,background,1.91
3487,background,16.4
3488,background,70.7
3489,background,296.0
3490,background,130.0
3491,background,1.03
3492,background,235.0
3493,background,0.841
3494,background,1.08
3495,background,2.41
3496,background,0.558
3497,background,0.903
3498,background,28.1
3499,background,197.0
3500,background,3.65
3501,background,3.49
3502,background,88.4
3503,background,5.37
3504,background,18.6
3505,background,0.694
3506,background,8.88
3507,background,2.73
3508,background,0.956
3509,background,0.397
3510,background,0.819
3511,background,1.32
3512,background,0.91
3513,background,1066.0
3514,background,271.0
3515,background,102.0
3516,background,0.659
3517,background,2.29
3518,background,1.37
3519,background,1.05
3520,background,11.2
3521,background,26.0
3522,background,2.42
3523,background,0.699
3524,background,0.444
3525,background,0.369
3526,background,3.89
3527,background,2.55
3528,background,0.856
3529,background,0.946
3530,background,195.0
3531,background,83.7
3532,background,0.935
3533,background,3714.0
3534,background,2321.0
3535,background,78.2
3536,background,442.0
3537,background,87.7
3538,background,0.574
3539,background,3.42
3540,background,1.53
3541,background,1.52
3542,background,72.3
3543,background,4.53
3544,background,1.4
3545,background,4685.0
3546,background,15.6
3547,background,144.0
3548,background,1.77
3549,background,1.64
3550,background,0.859
3551,background,0.913
3552,background,53.9
3553,background,140.0
3554,background,4.43
3555,background,0.349
3556,background,0.35
3557,background,5.02
3558,background,0.987
3559,background,0.576
3560,background,9.94
3561,background,8.11
3562,background,0.511
3563,background,0.571
3564,background,2.22
3565,background,2.97
3566,background,1531.0
3567,background,2.26
3568,background,157.0
3569,background,21.9
3570,background,118.0
3571,background,18536.0
3572,background,37.7
3573,background,77.5
3574,background,277.0
3575,background,0.701
3576,background,18.8
3577,background,0.523
3578,background,6.28
3579,background,0.41
3580,background,0.697
3581,background,162.0
3582,background,10.6
3583,background,0.353
3584,background,1.58
3585,background,1.73
3586,background,91.2
3587,background,2.6
3588,background,1.62
3589,background,1.71
3590,background,142.0
3591,background,5593.0
3592,background,0.554
3593,background,20.8
3594,background,626.0
3595,background,0.48
3596,background,3.49
3597,background,0.297
3598,background,0.822
3599,background,1.87
3600,background,3.99
3601,background,0.641
3602,background,708.0
3603,background,0.448
3604,background,0.891
3605,background,20.9
3606,background,9.08
3607,background,8.58
3608,background,319.0
3609,background,0.229
3610,background,1.42
3611,background,21.8
3612,background,0.641
3613,background,215.0
3614,background,4678.0
3615,background,257.0
3616,background,1.43
3617,background,0.713
3618,background,0.184
3619,background,0.337
3620,background,1.23
3621,background,0.532
3622,background,3.47
3623,background,903.0
3624,background,0.246
3625,background,2343.0
3626,background,0.385
3627,background,1.05
3628,background,1.31
3629,background,93.1
3630,background,162.0
3631,background,39.5
3632,background,1.33
3633,background,997.0
3634,background,1.69
3635,background,223.0
3636,background,53.8
3637,background,15.3
3638,background,0.964
3639,background,0.322
3640,background,13.2
3641,background,161.0
3642,background,1.66
3643,background,48.0
3644,background,11.9
3645,background,146.0
3646,background,0.967
3647,background,1.94
3648,background,2.06
3649,background,1.17
3650,background,4.65
3651,background,11.3
3652,background,0.452
3653,background,76.4
3654,background,12.2
3655,background,272.0
3656,background,0.93
3657,background,5.39
3658,background,1.13
3659,background,1.03
3660,background,841.0
3661,background,14.1
3662,background,1.07
3663,background,773.0
3664,background,8.71
3665,background,55.3
3666,background,35.9
3667,background,1565.0
3668,background,0.847
3669,background,210.0
3670,background,29.3
3671,background,0.812
3672,background,0.958
3673,background,0.727
3674,background,1170.0
3675,background,412.0
3676,background,1.04
3677,background,11.4
3678,background,31.5
3679,background,60.5
3680,background,11.0
3681,background,3721.0
3682,background,1.09
3683,background,5.48
3684,background,35.2
3685,background,466.0
3686,background,393.0
3687,background,3.52
3688,background,5.67
3689,background,1.29
3690,background,0.615
3691,background,0.376
3692,background,101.0
3693,background,0.964
3694,background,0.615
3695,background,3.98
3696,background,5.66
3697,background,0.067
3698,background,15.8
3699,background,5.64
3700,background,1.17
3701,background,0.55
3702,background,62.9
3703,background,1436.0
3704,background,235.0
3705,background,1.01
3706,background,1.02
3707,background,1.45
3708,background,1982.0
3709,background,5.03
3710,background,41.9
3711,background,2.41
3712,background,0.968
3713,background,69.8
3714,background,2.23
3715,background,1418.0
3716,background,1158.0
3717,background,1.33
3718,background,0.714
3719,background,1123.0
3720,background,320.0
3721,background,1.16
3722,background,0.663
3723,background,248.0
3724,background,0.936
3725,background,1.4
3726,background,301.0
3727,background,573.0
3728,background,0.171
3729,background,49.2
3730,background,2.33
3731,background,11.5
3732,background,2.37
3733,background,1228.0
3734,background,1.23
3735,background,0.365
3736,background,3002.0
3737,background,0.86
3738,background,1312.0
3739,background,1.54
3740,background,7.37
3741,background,302.0
3742,background,49.2
3743,background,7.71
3744,background,1543.0
3745,background,1.62
3746,background,24.0
3747,background,149.0
3748,background,178.0
3749,background,80.1
3750,background,50.0
3751,background,0.892
3752,background,1.86
3753,background,2211.0
3754,background,7.56
3755,background,0.521
3756,background,0.575
3757,background,1.11
3758,background,1.09
3759,background,0.431
3760,background,13.0
3761,background,0.289
3762,background,1.46
3763,background,15.7
3764,background,7.5
3765,background,1.8
3766,background,2.37
3767,background,1.09
3768,background,2.33
3769,background,115.0
3770,background,68.1
3771,background,0.358
3772,background,684.0
3773,background,307.0
3774,background,0.495
3775,background,0.553
3776,background,33.5
3777,background,10.3
3778,background,0.657
3779,background,1.42
3780,background,891.0
3781,background,1.14
3782,background,0.492
3783,background,2.7
3784,background,90.9
3785,background,74.5
3786,background,33.4
3787,background,197.0
3788,background,31.0
3789,background,0.847
3790,background,6.7
3791,background,851.0
3792,background,2.94
3793,background,0.174
3794,background,26.9
3795,background,0.869
3796,background,1.07
3797,background,3214.0
3798,background,2.17
3799,background,0.379
3800,background,0.591
3801,background,135.0
3802,background,16.1
3803,background,1.39
3804,background,0.466
3805,background,34.7
3806,background,171.0
3807,background,76.6
3808,background,1359.0
3809,background,296.0
3810,background,4.99
3811,background,610.0
3812,background,4.62
3813,background,6.15
3814,background,18.6
3815,background,205.0
3816,background,75.8
3817,background,0.735
3818,background,12.4
3819,background,0.841
3820,background,2.39
3821,background,154.0
3822,background,11.6
3823,background,0.448
3824,background,13.8
3825,background,0.581
3826,background,0.763
3827,background,1.9
3828,background,1.94
3829,background,157.0
3830,background,0.612
3831,background,3.8
3832,background,0.178
3833,background,663.0
3834,background,69.4
3835,background,103.0
3836,background,1.21
3837,background,1.05
3838,background,0.361
3839,background,2.67
3840,background,3.68
3841,background,0.646
3842,background,0.69
3843,background,0.714
3844,background,0.38
3845,background,0.774
3846,background,0.646
3847,background,1069.0
3848,background,2.17
3849,background,86.2
3850,background,119.0
3851,background,0.739
3852,background,1.0
3853,background,2.63
3854,background,0.842
3855,background,5.43
3856,background,0.391
3857,background,3.21
3858,background,0.231
3859,background,0.09
3860,background,232.0
3861,background,0.566
3862,background,3.29
3863,background,190.0
3864,background,1.2
3865,background,14.4
3866,background,142.0
3867,background,9.98
3868,background,9.01
3869,background,4.91
3870,background,1.73
3871,background,0.606
3872,background,1.32
3873,background,3.54
3874,background,0.25
3875,background,41.6
3876,background,0.934
3877,background,35.7
3878,background,11.6
3879,background,2.52
3880,background,0.657
3881,background,0.883
3882,background,0.733
3883,background,2.04
3884,background,1.61
3885,background,44.7
3886,background,1.7
3887,background,2.41
3888,background,151.0
3889,background,0.496
3890,background,7.29
3891,background,0.555
3892,background,30.8
3893,background,0.744
3894,background,264.0
3895,background,0.628
3896,background,3.33
3897,background,9.04
3898,background,8.69
3899,background,3.87
3900,background,147.0
3901,background,1.03
3902,background,122.0
3903,background,11.9
3904,background,1.66
3905,background,138.0
3906,background,43.9
3907,background,0.873
3908,background,0.537
3909,background,16.3
3910,background,218.0
3911,background,31.9
3912,background,315.0
3913,background,315.0
3914,background,0.93
3915,background,1.04
3916,background,18.7
3917,background,0.647
3918,background,1.29
3919,background,1.28
3920,background,1.22
3921,background,1.44
3922,background,1.33
3923,background,1.29
3924,background,1.51
3925,background,1.85
3926,background,15.4
3927,background,477.0
3928,background,566.0
3929,background,106.0
3930,background,996.0
3931,background,2374.0
3932,background,1.12
3933,background,30.7
3934,background,3.78
3935,background,1.2
3936,background,1.56
3937,background,0.883
3938,background,0.766
3939,background,0.459
3940,background,16.7
3941,background,17.3
3942,background,0.951
3943,background,0.442
3944,background,1.43
3945,background,36.9
3946,background,6595.0
3947,background,35.4
3948,background,3.02
3949,background,58.0
3950,background,981.0
3951,background,29.8
3952,background,0.732
3953,background,409.0
3954,background,84.2
3955,background,0.536
3956,background,56.8
3957,background,29.3
3958,background,1.44
3959,background,160.0
3960,background,3.56
3961,background,1.09
3962,background,1.4
3963,background,0.787
3964,background,38.2
3965,background,87.2
3966,background,5.04
3967,background,6.41
3968,background,345.0
3969,background,11.1
3970,background,0.417
3971,background,70.4
3972,background,1.79
3973,background,3.41
3974,background,1.07
3975,background,0.961
3976,background,0.677
3977,background,88.7
3978,background,44.2
3979,background,744.0
3980,background,0.523
3981,background,0.333
3982,background,0.808
3983,background,0.559
3984,background,193.0
3985,background,1.62
3986,background,0.451
3987,background,1.2
3988,background,1.19
3989,background,10.2
3990,background,1.98
3991,background,0.583
3992,background,3.98
3993,background,43.1
3994,background,5.66
3995,background,8.91
3996,background,0.772
3997,background,112.0
3998,background,5.59
3999,background,1.16
4000,background,193.0
4001,background,1.39
4002,background,168.0
4003,background,27.6
4004,background,592.0
4005,background,334.0
4006,background,1.02
4007,background,5.71
4008,background,2.94
4009,background,6525.0
4010,background,7410.0
4011,background,104.0
4012,background,1.34
4013,background,110.0
4014,background,1778.0
4015,background,0.414
4016,background,2652.0
4017,background,8.35
4018,background,12.8
4019,background,0.873
4020,background,0.074
4021,background,8.39
4022,background,0.211
4023,background,1.14
4024,background,0.692
4025,background,1700.0
4026,background,115.0
4027,background,0.985
4028,background,0.305
4029,background,0.669
4030,background,22.5
4031,background,68.9
4032,background,398.0
4033,background,0.674
4034,background,0.245
4035,background,17.4
4036,background,23.6
4037,background,2.69
4038,background,0.845
4039,background,1.26
4040,background,296.0
4041,background,1489.0
4042,background,0.836
4043,background,1437.0
4044,background,3.03
4045,background,0.627
4046,background,938.0
4047,background,67.1
4048,background,0.796
4049,background,1.31
4050,background,1.3
4051,background,1.47
4052,background,47.6
4053,background,3.77
4054,background,0.147
4055,background,594.0
4056,background,0.928
4057,background,1.26
4058,background,57.4
4059,background,0.78
4060,background,1.39
4061,background,0.977
4062,background,75.4
4063,background,4.43
4064,background,0.777
4065,background,0.693
4066,background,54.3
4067,background,808.0
4068,background,1.5
4069,background,0.962
4070,background,0.975
4071,background,13.7
4072,background,235.0
4073,background,0.537
4074,background,0.4
4075,background,1.92
4076,background,0.233
4077,background,0.553
4078,background,1.64
4079,background,0.806
4080,background,1.11
4081,background,1.76
4082,background,1.17
4083,background,307.0
4084,background,1.17
4085,background,15.7
4086,background,154.0
4087,background,5.22
4088,background,182.0
4089,background,35.9
4090,background,2.33
4091,background,22.8
4092,background,452.0
4093,background,2565.0
4094,background,1.25
4095,background,126.0
4096,background,8.11
4097,background,3.84
4098,background,1.36
4099,background,2.94
4100,background,2000.0
4101,background,0.956
4102,background,116.0
4103,background,205.0
4104,background,0.392
4105,background,3.71
4106,background,8.63
4107,background,8.82
4108,background,54.7
4109,background,0.705
4110,background,2.73
4111,background,0.688
4112,background,2.35
4113,background,0.475
4114,background,2.56
4115,background,97.4
4116,background,375.0
4117,background,0.629
4118,background,3.06
4119,background,53.9
4120,background,1.03
4121,background,1.41
4122,background,50.6
4123,background,32.4
4124,background,0.385
4125,background,0.459
4126,background,0.649
4127,background,3.26
4128,background,37.0
4129,background,43.4
4130,background,67.8
4131,background,1.34
4132,background,2.49
4133,background,1.56
4134,background,5.46
4135,background,0.579
4136,background,199.0
4137,background,4.74
4138,background,0.4
4139,background,4.61
4140,background,6.55
4141,background,3.47
4142,background,0.617
4143,background,1.11
4144,background,1.12
4145,background,6.26
4146,background,0.613
4147,background,0.949
4148,background,4.52
4149,background,1.35
4150,background,5.06
4151,background,0.373
4152,background,0.997
4153,background,4.72
4154,background,1.08
4155,background,2.36
4156,background,4.7
4157,background,5.53
4158,background,5.6
4159,background,2.8
4160,background,0.387
4161,background,4.06
4162,background,21.5
4163,background,0.593
4164,background,1.31
4165,background,0.544
4166,background,1.08
4167,background,72.3
4168,background,1.07
4169,background,0.712
4170,background,0.543
4171,background,46.6
4172,background,578.0
4173,background,1.7
4174,background,44.5
4175,background,1091.0
4176,background,0.8
4177,background,115.0
4178,background,85.7
4179,background,127.0
4180,background,5843.0
4181,background,0.641
4182,background,1464.0
4183,background,164.0
4184,background,24.6
4185,background,2.52
4186,background,0.524
4187,background,217.0
4188,background,176.0
4189,background,4.17
4190,background,310.0
4191,background,428.0
4192,background,14.6
4193,background,271.0
4194,background,95.1
4195,background,0.856
4196,background,11.5
4197,background,575.0
4198,background,0.226
4199,background,0.437
4200,background,1.9
4201,background,1.8
4202,background,288.0
4203,background,1.68
4204,background,261.0
4205,background,9.18
4206,background,0.753
4207,background,238.0
4208,background,25.0
4209,background,1.38
4210,background,0.872
4211,background,1.1
4212,background,34.9
4213,background,1.09
4214,background,2.65
4215,background,64.0
4216,background,30.3
4217,background,15.2
4218,background,81.5
4219,background,516.0
4220,background,1.82
4221,background,3.34
4222,background,93.8
4223,background,0.614
4224,background,0.898
4225,background,0.224
4226,background,1.97
4227,background,0.276
4228,background,1.19
4229,background,1.3
4230,background,0.768
4231,background,21.4
4232,background,123.0
4233,background,77.8
4234,background,119.0
4235,background,18.8
4236,background,399.0
4237,background,29.7
4238,background,1.55
4239,background,600.0
4240,background,21.4
4241,background,246.0
4242,background,313.0
4243,background,2.67
4244,background,8.51
4245,background,0.551
4246,background,0.814
4247,background,22.4
4248,background,0.41
4249,background,45.0
4250,background,17.4
4251,background,14.1
4252,background,4.65
4253,background,1.66
4254,background,0.786
4255,background,2.76
4256,background,0.576
4257,background,1.78
4258,background,84.0
4259,background,386.0
4260,background,1.41
4261,background,0.767
4262,background,1.65
4263,background,456.0
4264,background,389.0
4265,background,0.539
4266,background,32.0
4267,background,324.0
4268,background,4.82
4269,background,0.909
4270,background,1247.0
4271,background,4.54
4272,background,153.0
4273,background,0.59
4274,background,1.31
4275,background,0.674
4276,background,36.1
4277,background,1.19
4278,background,0.659
4279,background,16.3
4280,background,8.06
4281,background,1.95
4282,background,134.0
4283,background,2.09
4284,background,0.225
4285,background,88.3
4286,background,0.247
4287,background,48.4
4288,background,39.9
4289,background,96.3
4290,background,18.3
4291,background,1.36
4292,background,618.0
4293,background,0.556
4294,background,369.0
4295,background,1.94
4296,background,54.3
4297,background,29.8
4298,background,1.11
4299,background,0.742
4300,background,0.761
4301,background,21.8
4302,background,65.9
4303,background,835.0
4304,background,0.592
4305,background,3.37
4306,background,1.13
4307,background,1.92
4308,background,0.197
4309,background,1.93
4310,background,6.51
4311,background,31.2
4312,background,2.24
4313,background,1.51
4314,background,5733.0
4315,background,3932.0
4316,background,2.19
4317,background,190.0
4318,background,1.79
4319,background,0.359
4320,background,1.28
4321,background,1.83
4322,background,111.0
4323,background,1987.0
4324,background,387.0
4325,background,0.588
4326,background,2119.0
4327,background,21.0
4328,background,2097.0
4329,background,0.371
4330,background,55.1
4331,background,55.8
4332,background,3.65
4333,background,30.3
4334,background,25.7
4335,background,0.602
4336,background,1.23
4337,background,188.0
4338,background,0.727
4339,background,227.0
4340,background,243.0
4341,background,6.09
4342,background,67.7
4343,background,2.44
4344,background,5.97
4345,background,1.94
4346,background,2.13
4347,background,4.23
4348,background,3.32
4349,background,0.501
4350,background,2.96
4351,background,206.0
4352,background,5.47
4353,background,80.2
4354,background,1869.0
4355,background,1.17
4356,background,1.08
4357,background,4173.0
4358,background,137.0
4359,background,5.12
4360,background,13.0
4361,background,383.0
4362,background,41.0
4363,background,0.396
4364,background,4.83
4365,background,1.02
4366,background,8.63
4367,background,3.12
4368,background,1.7
4369,background,0.32
4370,background,106.0
4371,background,907.0
4372,background,1.94
4373,background,0.959
4374,background,1.14
4375,background,94.9
4376,background,1.37
4377,background,0.308
4378,background,0.957
4379,background,13.0
4380,background,0.891
4381,background,1.52
4382,background,2.91
4383,background,0.495
4384,background,81.8
4385,background,0.143
4386,background,5.06
4387,background,124.0
4388,background,0.236
4389,background,38.2
4390,background,0.782
4391,background,605.0
4392,background,0.562
4393,background,3.64
4394,background,79.8
4395,background,0.575
4396,background,189.0
4397,background,0.918
4398,background,1.09
4399,background,176.0
4400,background,0.819
4401,background,177.0
4402,background,5.91
4403,background,223.0
4404,background,0.576
4405,background,272.0
4406,background,0.796
4407,background,2.94
4408,background,27.1
4409,background,1.56
4410,background,111.0
4411,background,151.0
4412,background,204.0
4413,background,3.95
4414,background,1.26
4415,background,0.896
4416,background,1.03
4417,background,7.08
4418,background,1.03
4419,background,1.54
4420,background,53.5
4421,background,2.13
4422,background,1.39
4423,background,331.0
4424,background,0.262
4425,background,468.0
4426,background,1.34
4427,background,2064.0
4428,background,1.43
4429,background,43.0
4430,background,0.604
4431,background,1.28
4432,background,0.663
4433,background,1213.0
4434,background,4.0
4435,background,13.8
4436,background,1.01
4437,background,0.357
4438,background,1.91
4439,background,1.69
4440,background,2.37
4441,background,487.0
4442,background,84.3
4443,background,0.774
4444,background,0.5
4445,background,1.46
4446,background,739.0
4447,background,2.85
4448,background,408.0
4449,background,0.596
4450,background,1344.0
4451,background,399.0
4452,background,1.26
4453,background,0.675
4454,background,1.01
4455,background,278.0
4456,background,1.41
4457,background,16.0
4458,background,0.71
4459,background,50.3
4460,background,0.578
4461,background,3.07
4462,background,2.73
4463,background,310.0
4464,background,0.929
4465,background,1.12
4466,background,13.8
4467,background,0.563
4468,background,6.91
4469,background,0.998
4470,background,199.0
4471,background,0.515
4472,background,520.0
4473,background,1.18
4474,background,7.92
4475,background,385.0
4476,background,0.621
4477,background,60.6
4478,background,3.46
4479,background,0.833
4480,background,3.26
4481,background,4.7
4482,background,21.7
4483,background,373.0
4484,background,0.381
4485,background,1.37
4486,background,6.45
4487,background,1.54
4488,background,2.22
4489,background,19.5
4490,background,0.375
4491,background,122.0
4492,background,14.4
4493,background,0.934
4494,background,0.118
4495,background,6.91
4496,background,0.399
4497,background,0.854
4498,background,156.0
4499,background,0.88
4500,background,4.8
4501,background,2.49
4502,background,0.753
4503,background,2.92
4504,background,1.04
4505,background,11.8
4506,background,1.09
4507,background,0.17
4508,background,53.4
4509,background,10.6
4510,background,1.82
4511,background,1.04
4512,background,97.7
4513,background,0.317
4514,background,0.648
4515,background,23.3
4516,background,0.964
4517,background,187.0
4518,background,562.0
4519,background,1.08
4520,background,1.95
4521,background,0.868
4522,background,131.0
4523,background,0.51
4524,background,1.34
4525,background,2144.0
4526,background,1.37
4527,background,0.611
4528,background,211.0
4529,background,1.86
4530,background,0.835
4531,background,106.0
4532,background,1494.0
4533,background,819.0
4534,background,0.88
4535,background,0.8
4536,background,0.801
4537,background,5838.0
4538,background,0.154
4539,background,0.515
4540,background,3.15
4541,background,3.84
4542,background,0.296
4543,background,4.71
4544,background,0.589
4545,background,0.684
4546,background,2.89
4547,background,20.1
4548,background,436.0
4549,background,26.6
4550,background,2.66
4551,background,7.25
4552,background,123.0
4553,background,56.6
4554,background,257.0
4555,background,1.06
4556,background,10.4
4557,background,1.36
4558,background,1.82
4559,background,62.0
4560,background,191.0
4561,background,0.388
4562,background,7.61
4563,background,2.65
4564,background,0.797
4565,background,0.835
4566,background,1954.0
4567,background,2.05
4568,background,1.36
4569,background,0.956
4570,background,0.383
4571,background,1.07
4572,background,0.954
4573,background,0.561
4574,background,40.7
4575,background,0.802
4576,background,1.72
4577,background,66.7
4578,background,1.73
4579,background,1.44
4580,background,58.2
4581,background,21.3
4582,background,1.23
4583,background,412.0
4584,background,24.7
4585,background,192.0
4586,background,15.1
4587,background,2.1
4588,background,18.1
4589,background,1.04
4590,background,0.774
4591,background,0.618
4592,background,56.7
4593,background,1.15
4594,background,24.4
4595,background,0.207
4596,background,0.454
4597,background,56.9
4598,background,0.062
4599,background,598.0
4600,background,0.509
4601,background,6.48
4602,background,1.21
4603,background,819.0
4604,background,1.25
4605,background,8.75
4606,background,51.6
4607,background,2236.0
4608,background,360.0
4609,background,248.0
4610,background,51.0
4611,background,0.514
4612,background,1.63
4613,background,39.9
4614,background,35.7
4615,background,0.366
4616,background,2486.0
4617,background,173.0
4618,background,32.8
4619,background,27.4
4620,background,1777.0
4621,background,101.0
4622,background,546.0
4623,background,123.0
4624,background,326.0
4625,background,25.9
4626,background,1.15
4627,background,20.2
4628,background,3.18
4629,background,1.39
4630,background,0.677
4631,background,6.14
4632,background,13.3
4633,background,7.76
4634,background,100.0
4635,background,791.0
4636,background,4.71
4637,background,1.92
4638,background,527.0
4639,background,16.2
4640,background,0.343
4641,background,0.491
4642,background,9.13
4643,background,33.5
4644,background,1.9
4645,background,0.16
4646,background,192.0
4647,background,230.0
4648,background,1.14
4649,background,293.0
4650,background,1935.0
4651,background,1.66
4652,background,54.2
4653,background,2.49
4654,background,0.939
4655,background,2.78
4656,background,0.504
4657,background,1.0
4658,background,0.459
4659,background,0.257
4660,background,9.68
4661,background,109.0
4662,background,100.0
4663,background,1.14
4664,background,9.67
4665,background,1.83
4666,background,0.406
4667,background,126.0
4668,background,122.0
4669,background,0.449
4670,background,52.7
4671,background,35.9
4672,background,11.4
4673,background,531.0
4674,background,0.858
4675,background,113.0
4676,background,862.0
4677,background,231.0
4678,background,1.84
4679,background,10.2
4680,background,0.794
4681,background,0.817
4682,background,0.602
4683,background,0.378
4684,background,0.687
4685,background,308.0
4686,background,3.69
4687,background,0.259
4688,background,9.11
4689,background,4.17
4690,background,2080.0
4691,background,0.456
4692,background,1.63
4693,background,1.91
4694,background,0.286
4695,background,5.05
4696,background,0.934
4697,background,186.0
4698,background,3202.0
4699,background,0.698
4700,background,247.0
4701,background,0.738
4702,background,1686.0
4703,background,0.774
4704,background,0.804
4705,background,1232.0
4706,background,19.0
4707,background,0.543
4708,background,39.5
4709,background,0.681
4710,background,0.494
4711,background,185.0
4712,background,6.82
4713,background,1.04
4714,background,165.0
4715,background,70.5
4716,background,173.0
4717,background,1628.0
4718,background,1.72
4719,background,83.5
4720,background,1.08
4721,background,1.09
4722,background,27.8
4723,background,0.792
4724,background,1.25
4725,background,15.5
4726,background,1.11
4727,background,4.12
4728,background,2.57
4729,background,2.92
4730,background,23.8
4731,background,414.0
4732,background,0.671
4733,background,0.952
4734,background,18.5
4735,background,0.973
4736,background,1563.0
4737,background,0.673
4738,background,0.58
4739,background,389.0
4740,background,0.713
4741,background,12.2
4742,background,27.6
4743,background,0.463
4744,background,24.8
4745,background,0.812
4746,background,8.4
4747,background,1.18
